time_s,raw_adc,voltage_V
0.011861663446573512,383,1.2373695179296544
0.04043237833246108,30,0.09900118771436492
0.06266020264499182,40,0.13101882598693917
0.08102129868670588,35,0.11484277846761264
0.08654583925953653,34,0.10971800012374087
0.0920696803492864,26,0.0848602735162382
0.09475410510216419,26,0.08591182170211306
0.1208732133296373,26,0.08652044671319863
0.13930554867019035,30,0.09803685684372207
0.16083965342627565,44,0.14244966821374178
0.16243660376085392,31,0.10024051169583885
0.19156398947355174,35,0.11330022724865295
0.21670482605676397,33,0.10704784724156816
0.22386266026643398,31,0.10236867292124599
0.2301355843154399,37,0.12098731194035293
0.23645431510118947,27,0.08887490071713555
0.24627734014701608,40,0.1314467975274904
0.26249527666435096,27,0.08731503071194623
0.2760216822049723,34,0.11109531578184656
0.2854673272707155,20,0.06717450253608626
0.3042110612176645,28,0.09315292052293485
0.3092563831765737,15,0.04922236206703674
0.31872857798409504,43,0.1404889525513208
0.3303530714396121,15,0.05011608963847914
0.34457910098190614,23,0.07510573727246427
0.3683492038623035,31,0.10276045690178189
0.37513974354489593,35,0.11382494017732413
0.3910525422588907,24,0.07849048576473285
0.4092325647558899,32,0.10429414089507523
0.4115796267247699,24,0.07905610016232618
0.4301984274299116,34,0.11083601654634002
0.43614362701684306,40,0.13089349360232477
0.43903012321341617,33,0.10800137362680476
0.4675478037937628,29,0.09507363840793465
0.49655113275292506,31,0.1010314918190533
0.5209946558483024,34,0.1102686482299866
0.5308284551543302,37,0.12246380014882105
0.5346609464605153,31,0.10272654864091368
0.5555037042293679,41,0.13260393600352102
0.5692681265478163,23,0.07688347219117335
0.5738072353583149,43,0.13984990817379953
0.5891673657515417,29,0.09476088737482757
0.5911646328638831,32,0.10468570292204313
0.6185349245241678,32,0.10495176965541113
0.6270395439905683,26,0.0868949742077902
0.6472526902368337,34,0.11277478558954261
0.6572923114434267,37,0.12173143809861045
0.6733742840575833,40,0.13200258198880932
0.6902288821585384,31,0.10283726596414261
0.6965896613687786,29,0.09392931986564504
0.7257076155739508,31,0.10009431921834583
0.7491864674514231,31,0.10051299098378197
0.7774319367567847,35,0.11502255662839082
0.8043819299191864,35,0.1160893218137255
0.8227210293047079,42,0.1365595649831114
0.8504553821203783,28,0.09287106958351697
0.8540216646798839,34,0.10971666293851809
0.8607051676900391,30,0.09911307575693827
0.8630167590684448,30,0.09798006717161138
0.8734513386605794,30,0.09994413854675964
0.8857229800615745,35,0.11493083305974551
0.8945921019830174,27,0.08870629765710594
0.9196254897484234,34,0.11007514626832408
0.9309713362225375,34,0.11107503457417567
0.9401184370034715,29,0.09533058163013393
0.9568566234150607,27,0.08984696656515331
0.9619434259393288,38,0.12279067524746319
0.986207138381196,17,0.05794915590293974
0.9893691070479094,24,0.07872300738014407
1.0189888282093245,27,0.0884638197160221
1.0423839265189274,31,0.10145384843351753
1.0491466812834185,31,0.10127725337753017
1.050306822680003,27,0.0885040540750614
1.074955204105193,35,0.11345523681801335
1.096454067076774,34,0.11188407462972089
1.1185952749499626,26,0.08684600565643806
1.141962115003855,33,0.10901641975246161
